Australia,Austria,Belgium,Canada,Denmark,Finlad,France,Germany,Italy,Japan,Netherlands,New Zealand,Norway,Spain,Sweden,Switzerland,UK,USA
1.57,50.76,125.37,8.59,89.76,19.5,14.09,25.73,128.2,73.09,184.7,0.24,147.87,2.5,90.32,55.06,152.77,101.18
1.14,1.65,12.56,36.14,85.37,12.77,12.42,130.2,2.73,47.37,14.79,1.11,155.14,5.29,188.9,36.45,410.39,94.81
0.77,4.22,12.57,83.92,244.56,61.03,122.99,48.46,4.32,178.59,64.04,0.82,55.53,9.18,88.09,33.27,248.2,119.14
0.97,2.26,12.86,47.5,137.31,37.66,3.96,44.88,4.84,38.26,65.59,1.05,185.65,6.44,71.24,55.43,241.11,150.14
5.36,1.23,34.97,29.48,126.35,74.7,1.81,46.11,3.46,53.06,171.79,1.64,148.94,4.34,234.9,34.69,234.48,201.75
1.2,1.61,9.76,76.43,48,87.97,15.79,113.73,3.27,802.55,138.02,1.27,106.05,8.61,29.2,49.88,221.23,272.95
1.27,1.68,24.08,53.52,139.69,57.91,5.25,68.18,7.54,75.67,140.42,1.04,309.38,4,99.13,31.08,262.07,1116.73
1.3,13.03,62.77,190.47,195.66,97.07,3.88,82.66,8.71,142.91,73.16,1.23,95.86,35.71,378.29,10.58,741.4,414.13
6.2,1.88,13.56,226.14,36.28,52.91,43.2,192.61,6.2,256.72,26.51,0.93,93.58,3.05,85.71,40.64,69.05,438.42
12.01,0.78,13.4,170.39,184.05,70.55,4.75,33.05,7.95,168.37,11.11,0.81,123.91,4.3,19.96,22.35,40.31,462.72
21.64,2.35,5.7,17.75,35.6,3.49,9.02,62.91,0.63,1963.12,3.55,1.07,3.33,NA,3.35,6.21,6.9,20.69
29.59,35.49,5.48,3.76,18.99,1.41,10.11,29.84,0.06,959.44,0.09,1.11,11.28,NA,7.24,1.77,7.73,20.75
59.94,1.59,8.09,8.43,19.58,0.04,10.33,52.86,0.36,815.31,2.98,NA,11.15,NA,0.17,0.31,6.29,12.08
35.32,2.4,6.64,18.26,55.84,0.45,11.93,33.62,0.07,1233.92,3.1,0.99,7.19,NA,NA,0.63,3.93,9.2
10.21,0.26,7.55,3.19,18.78,1.24,10.5,81.26,NA,1010.36,0.84,NA,2.62,0.1,NA,0.63,4.64,5.88
15.69,2.12,5.21,4.24,6.04,0.59,9.18,20.45,NA,1044.38,3.77,1.14,2.87,0.27,6.5,2.19,6.99,4.22
46.89,0.4,2.82,71.65,60.72,1.03,10.78,18.29,0.01,1726.8,0.04,1.12,1.79,0.29,4.29,1.02,1.9,10.21
15.79,0.26,2.05,5.17,22.34,0.53,10.07,10.43,NA,1016.34,0.29,0.87,12.04,0.21,5.75,1.29,1.03,23.48
36.49,1.84,0.3,7.11,7.81,2.78,12.14,17.91,0.48,157.47,0.87,0.64,1.41,0.1,24.59,1.81,1.32,26.66
15.12,0.42,0.17,5.52,29.22,4.09,18.04,8.23,0.01,474.57,0.44,0.14,0.34,0.1,2.25,1.66,0.43,55.68
4.64,0.46,0.07,7.06,19.35,2.84,20.79,28.32,0.29,81.87,1.59,0.35,0.93,0.17,11.25,1.7,3.46,35.91
6.15,0.46,0.08,7.22,16.55,2.92,23.66,13.81,0.64,499.07,0.67,0.13,1.76,0.88,5.2,2.08,2.06,23.62
5.39,1.17,0.27,13.14,23.13,1.68,27.04,72.51,1.57,391.64,3.44,0.43,16.08,0.9,14.15,5.38,0.32,46.17
4.75,0.81,0.52,0.6,0.67,1.34,89.71,13.34,1.34,51.64,1.16,0.1,7.79,0.7,1.46,1.54,2.54,51.05
3.24,0.95,0.41,1.62,1.13,1.26,35.26,13.91,0.08,50.14,0.71,0.05,4.66,0.66,13.76,1.82,0.19,64.21
5.17,1.11,0.59,2.72,1.65,1.08,25.29,21.49,0.83,650.15,1.15,0.3,1.17,0.04,1.39,2.62,2.25,59.39
3.5,0.98,0.37,0.73,NA,0.11,18.87,19.12,1.06,775.07,0.93,0.07,0.66,4.27,15.98,0.61,12.25,73.32
8.41,0.88,0.18,0.46,1.22,0.86,56.57,17.98,1.16,344.8,0.09,NA,2.62,0.58,1.19,2.27,8.23,83.8
9.13,0.91,0.94,3.06,1.04,2.41,16.14,17.2,0.68,70.63,0.32,0.14,1.31,1.08,9.04,3.16,3.65,70.64
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,2.56,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,0.72,NA,0.01,NA
266.38,NA,NA,NA,NA,0.15,0.6,0.79,0.66,NA,NA,1.23,NA,1.09,1.95,0.16,4.52,NA
189.2,10.56,13.32,3.62,NA,13.63,NA,2.2,NA,29.01,2.09,1.81,8.63,1.39,9.31,0.6,24.84,1.98
151.98,10.13,13.51,10.03,NA,6.33,0.19,2.95,0.01,9.23,2.35,1.57,12.4,1.65,1.44,NA,13.74,34.31
89.01,4.63,5.02,3.26,0.81,7.55,NA,4.82,NA,5.89,NA,1.22,27.07,1.84,2.47,0.2,15.57,32.7
75.35,3.23,3.1,3.01,NA,NA,0.16,5.74,0.56,11.26,NA,3.41,18.15,1.45,16.53,0.24,0.84,29.25
23.27,NA,0.49,21.86,1.19,0.36,0.09,8.11,0.37,45.08,0.5,3.54,5.88,0.85,1.34,NA,0.46,22.9
71.95,0.2,0.02,1.7,NA,5,0.19,5.75,NA,18.38,0.15,1.86,12.4,1.86,1.44,0.1,1.22,33
142.43,0.16,NA,1.83,NA,0.1,0.08,0.94,NA,20.12,NA,7.1,20.18,0.89,1.81,1.11,4.51,29.01
148.13,0.11,NA,0.85,NA,0.72,0.5,2.23,NA,15.81,NA,4.46,12.34,11.37,16.36,0.53,3.83,31.49
79.98,0.21,NA,1.02,NA,1.67,0.52,12.82,1,17.85,NA,5.62,19.61,10.08,0.95,0.04,0.24,37.3
35.13,NA,NA,1.7,NA,2.16,0.13,9.31,NA,15.33,NA,4.28,18.9,9.17,0.78,0.01,0.04,34.76
128.73,NA,NA,2.23,NA,0.72,0.12,9.44,0.78,33.58,NA,12.04,4.6,11.36,12.1,NA,NA,19.51
91.83,NA,NA,0.38,NA,1.6,0.17,6.41,NA,15.53,NA,23.02,1.72,3.61,0.65,NA,0.08,35.98
NA,0.17,2.5,1.17,NA,NA,17.13,5.2,NA,0.31,0.01,NA,NA,NA,0.42,0.4,0.71,15.76
NA,0.16,1.27,0.66,NA,NA,13.72,7.74,NA,1.08,NA,NA,NA,NA,NA,0.3,0.79,11.96
NA,21.3,21.25,0.37,NA,NA,73.89,16.39,0.57,0.69,0.11,NA,0.13,NA,NA,0.04,4.69,5.07
NA,0.11,1.39,0.5,NA,NA,33.29,18.75,3.1,58.5,0.05,NA,NA,NA,NA,0.18,1.56,2.24
NA,0.12,2.14,0.76,NA,NA,35.79,7.09,NA,6.3,0.03,NA,NA,1.09,NA,0.89,0.82,1.91
NA,0.14,7.45,0.66,NA,NA,46.43,17.76,0.01,13.24,0.04,NA,NA,2.43,0.1,0.21,2.83,2.18
NA,0.11,2.38,0.67,NA,0.02,30.71,7.8,0.01,0.8,NA,NA,0.02,0.26,0.49,0.24,0.83,7.97
NA,0.13,1.88,0.62,NA,NA,23.17,5.05,0.01,2.14,NA,NA,0.14,0.62,0.94,0.68,0.65,2.23
NA,0.11,2.16,0.28,NA,NA,20.11,4.63,0.08,0.27,1.02,NA,0.09,2.24,0.52,0.56,0.82,5.37
NA,0.16,2.36,0.75,NA,NA,27.93,5.59,NA,0.35,NA,NA,0.17,0.54,0.15,0.22,0.71,5.56
NA,0.17,1.59,0.49,NA,NA,45.94,6.66,NA,0.34,1.23,NA,0.49,0.34,0.35,0.09,0.55,6.63
NA,0.31,1.2,1.73,NA,NA,31.2,7.96,0.19,2.51,0.63,NA,0.41,0.91,0.34,0.77,0.33,4.33
NA,0.19,1.4,0.55,NA,1.26,24.59,5.8,0.05,1.87,0.74,NA,1.39,2.37,0.64,0.46,0.95,3.13
NA,0.15,2.23,0.62,NA,NA,30.58,6.44,0.19,1.48,NA,NA,0.09,1.96,0.62,1.13,0.75,2.65
NA,0.13,1.7,0.09,NA,0.35,50.92,10.96,0.06,1.5,NA,NA,NA,1.6,0.04,0.84,0.27,8.68
NA,0.14,2.59,0.36,NA,0.99,140.03,7.93,3.25,0.92,13.2,NA,NA,2.75,0.44,0.8,9.3,3.56
NA,14.72,64.38,3.73,0.75,NA,42.11,59.76,3.18,36.6,NA,NA,0.1,3.54,0.28,186.53,12.13,4.97
0.09,0.58,5.35,21.74,0.97,0.08,175.19,25.8,11.61,6.98,17.62,NA,NA,1.6,0.52,1.15,0.03,4.25
0.65,31.48,94.37,1.8,1,0.97,43.88,34.37,0.99,14.59,NA,NA,0.16,25.32,14.27,71.86,2.08,4.4
0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,0.73,NA,NA,NA,2.96,NA,NA,NA,NA,NA,NA
0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.52,NA,NA,NA,NA,NA,NA
0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.43,NA,NA,NA,NA,NA,1.07
0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.37,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.76,NA,NA,NA,NA,NA,NA
0.29,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,4.63,NA,NA,NA,NA,NA,NA
0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57,NA,NA,NA,NA,NA,NA
0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.89,NA,NA,NA,NA,NA,NA
7.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.86,NA,NA,NA,NA,NA,NA
0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.27,NA,NA,NA,NA,NA,NA
0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.87,NA,NA,NA,NA,NA,NA
0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.91,NA,NA,NA,NA,NA,NA
0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.43,NA,NA,NA,NA,NA,NA
1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.75,NA,NA,NA,NA,NA,NA
14.41,NA,NA,NA,NA,NA,0.24,1.34,NA,10.66,0.01,2.19,NA,NA,NA,NA,0.73,0.6
18.66,NA,NA,NA,NA,NA,0.09,0.18,NA,11.64,NA,2.39,NA,NA,NA,NA,0.81,1.1
15.32,NA,NA,NA,NA,NA,1.68,0.06,NA,15.71,0.04,NA,NA,NA,NA,NA,0.23,0.75
10.7,NA,NA,NA,NA,NA,0.21,0.25,NA,4.6,0.02,5.59,NA,NA,NA,NA,NA,1.23
35.81,NA,NA,NA,NA,NA,0.16,0.65,NA,9.51,NA,NA,NA,NA,NA,NA,NA,1.09
8.6,NA,NA,0.02,NA,NA,0.2,0.07,NA,3.43,NA,4.31,NA,NA,NA,NA,NA,NA
5.68,NA,NA,0.1,NA,NA,0.14,0.09,NA,6.97,NA,4.3,NA,NA,NA,NA,NA,1.23
15.02,NA,NA,0.11,NA,NA,0.09,0.05,NA,15.56,NA,3.53,NA,NA,NA,NA,NA,1.47
29.94,NA,NA,0.07,NA,NA,0.01,0.03,NA,3.78,NA,3.59,NA,NA,NA,NA,NA,1.49
11.26,NA,NA,0.11,NA,NA,0.09,0.03,NA,4.96,NA,2.03,NA,NA,NA,NA,NA,1.37
10.85,NA,NA,0.06,NA,NA,0.02,0.02,NA,4.92,NA,4.06,NA,NA,NA,NA,NA,1.35
9.33,NA,NA,NA,NA,NA,0.03,0.03,NA,12.51,NA,6.49,NA,NA,NA,NA,NA,1.33
7.41,NA,NA,NA,NA,NA,0.02,NA,NA,4.02,NA,6.63,NA,NA,NA,NA,NA,1.03
7.97,NA,NA,0.04,NA,NA,0.01,0.01,NA,2.79,NA,14.17,NA,NA,NA,NA,NA,1.24
21.99,NA,NA,NA,0.21,NA,NA,0.01,NA,4.57,NA,12.64,NA,NA,NA,NA,NA,1.01
10.6,NA,NA,NA,NA,NA,NA,0.01,0.06,19.76,NA,6.6,NA,NA,NA,NA,0.52,1.11
11.07,NA,NA,0.11,NA,NA,NA,NA,NA,4.15,NA,8.87,NA,0.07,NA,NA,0.01,1.67
21.71,NA,NA,NA,NA,NA,0.03,NA,NA,33.51,NA,16.1,NA,NA,NA,NA,0.17,1.13
27.73,NA,NA,0.12,NA,NA,NA,NA,NA,4.49,NA,24.83,NA,NA,NA,NA,0.03,1.25
NA,0.02,NA,11.35,NA,NA,0.3,0.24,NA,1.9,0.03,0.02,NA,NA,NA,NA,1.26,NA
NA,NA,0.02,1.89,NA,NA,0.52,0.27,NA,1.98,NA,NA,NA,NA,NA,NA,1.4,NA
NA,NA,0.03,0.44,NA,NA,0.32,0.36,NA,1.33,0.13,NA,NA,NA,NA,NA,1.07,NA
NA,NA,0.04,0.67,NA,NA,0.86,0.4,NA,1.86,0.06,0.01,NA,NA,NA,NA,0.73,0.48
NA,NA,0.03,0.6,NA,NA,0.5,0.25,NA,2.12,NA,NA,NA,NA,NA,0.16,0.95,NA
NA,NA,0.02,0.56,NA,NA,0.5,0.25,NA,1.53,0.21,0.01,NA,NA,NA,NA,0.59,NA
NA,NA,0.02,0.48,NA,NA,0.54,0.26,0.01,2.39,0.01,0.12,NA,NA,NA,NA,0.52,NA
NA,NA,0.02,2.76,NA,NA,0.6,0.16,NA,1.88,NA,0.06,NA,0.02,NA,NA,0.63,1.58
NA,NA,NA,1.27,NA,NA,0.73,0.06,NA,1.46,0.03,0.01,NA,0.08,NA,NA,0.49,1.71
NA,NA,NA,2.08,NA,NA,0.65,0.1,NA,2.73,NA,NA,NA,0.03,NA,NA,0.29,0.78
NA,NA,NA,0.66,NA,NA,1.38,0.01,NA,2.24,NA,NA,NA,0.04,NA,NA,0.34,0.25
NA,NA,NA,0.66,NA,0.04,1.84,0.36,NA,2.17,NA,NA,NA,0.06,NA,NA,0.4,3.03
NA,NA,NA,0.54,NA,NA,0.95,0.1,NA,1.99,NA,NA,NA,0.08,NA,NA,0.12,0.33
0.16,NA,NA,1.17,NA,NA,1.17,0.3,NA,1.34,NA,0.07,NA,0.08,NA,NA,0.1,0.14
NA,NA,NA,0.4,NA,0.01,4.37,0.38,NA,0.08,NA,0.09,NA,0.02,NA,NA,0.12,0.31
0.1,NA,NA,0.74,NA,NA,2.27,0.26,NA,0.02,NA,0.07,NA,NA,NA,NA,0.88,0.95
0.26,NA,NA,1.03,NA,NA,0.68,0.22,NA,0.08,NA,0.03,NA,0.09,NA,NA,0.51,1.26
0.5,NA,NA,0.18,NA,0.1,0.48,0.37,NA,0.07,NA,0.04,NA,0.11,NA,NA,0.28,0.4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.98,10.47,9.92,NA,0.04,72.5,73.17,13.44,90.6,3.13,NA,0.18,NA,1.56,0.05,0.87,20.78
NA,1.31,13.05,0.54,NA,NA,168.41,55.78,17.29,6.73,4.89,NA,NA,24.05,2.13,3.91,0.96,7.67
NA,1.03,8.43,30.07,NA,NA,169.27,61.83,6.84,88.46,19.25,NA,NA,17.45,NA,0.99,0.49,2.51
NA,1.33,16.15,1.44,NA,0.17,143.87,94.81,0.8,337.79,5.96,NA,0.02,NA,NA,0.45,0.35,0.77
NA,0.78,6.57,0.72,NA,NA,167.49,44.27,3.09,14.49,5.48,NA,0.94,5.09,NA,1.96,0.47,NA
NA,1.25,16.92,1.55,NA,0.03,145.6,53.63,0.77,128.74,13.8,NA,NA,34.06,1.48,1.19,0.6,0.03
NA,0.63,11.4,11.08,NA,0.02,109.03,39.3,11.18,150.91,0.05,NA,0.62,1.96,0.51,NA,0.3,NA
NA,0.42,18.57,6.57,NA,NA,147.04,44.7,59.82,166.56,NA,NA,0.09,8.71,0.64,0.08,0.29,NA
NA,0.48,3.01,7.02,NA,NA,122.62,41.08,32.45,221.05,0.08,NA,NA,17.22,0.2,0.02,0.08,0.03
NA,0.33,3.87,1.26,NA,0.09,96.55,20.94,3.66,109.04,NA,NA,0.13,17.74,0.05,1.22,NA,0.18
NA,0.42,3.5,1.04,NA,0.49,247.77,78.01,6.54,50.19,0.32,NA,0.13,20.82,2.48,2.78,NA,0.04
NA,1.91,0.8,0.71,NA,NA,267.15,55.95,60.18,84.2,0.6,NA,0.13,14.96,0.34,0.17,NA,0.55
NA,0.37,3.05,1.47,NA,NA,125.33,50.7,21.99,99.64,0.48,NA,0.04,11.59,0.95,0.62,23.71,0.18
NA,0.3,26.56,1.58,NA,0.38,223.72,24.38,24.38,55.13,NA,NA,NA,22.86,1.05,0.21,17.67,0.29
NA,0.28,1.45,1.9,NA,NA,277.35,67.52,28.21,140.85,NA,NA,NA,25.62,0.98,1.14,0.12,0.57
NA,0.9,5.36,2.97,NA,NA,327.83,46.35,130.42,101.96,NA,NA,NA,303.13,0.07,1.34,1.5,0.78
NA,1.28,2.26,8.61,NA,0.23,366.57,122.07,2.69,6.23,0.15,NA,NA,145.48,0.65,3.23,4.47,2.09
NA,1.22,1.81,0.11,NA,0.37,218.44,107.16,9.9,73.99,0.1,NA,NA,40.77,NA,0.24,2.89,0.92
0.57,0.43,6.88,4.12,2.64,2.4,381.72,219.84,13.08,8.89,2.41,NA,NA,14.92,4.32,19.2,8.89,16.88
NA,22.91,8.1,3.68,NA,0.17,50.34,123.11,27.17,493.92,0.07,NA,NA,NA,NA,2.53,8.33,301.71
NA,25.1,0.06,4.1,4.91,0.65,43.09,206.52,3.09,21.71,0.05,NA,0.15,NA,NA,2.66,9.34,0.59
NA,18.41,6.71,213.79,NA,NA,45.61,230.05,3.07,29.6,0.7,NA,0.62,NA,NA,3.26,9.41,239.79
NA,17.84,0.04,0.2,NA,0.18,47.56,315.43,1.54,420.85,13.18,NA,0.47,NA,NA,6.03,12.3,48.03
NA,19.39,0.02,0.58,NA,0.89,25.33,385.03,1.63,24.84,0.01,NA,1.49,0.1,NA,4.05,10.6,37.49
NA,18.8,0.02,0.85,NA,0.06,21.49,159.95,2.5,17.69,9.92,0.09,1.85,0.1,1.42,6.04,9.79,0.69
5.23,21.56,1.56,3.69,NA,1.62,28.68,124.33,2.95,599.26,11.84,0.16,9.71,4.53,5.68,8.75,11.19,5.59
0.05,19.11,7.49,0.77,NA,0.28,18.32,39.24,1.9,20.77,NA,0.1,0.51,8.71,2.18,10.39,8.38,4.78
0.08,23.47,NA,1.65,NA,1.03,16.58,92.65,2.23,21.27,5.39,NA,0.66,16.59,0.7,14.94,7.14,1.56
NA,23.29,NA,2.4,4.47,4.36,12.27,114.94,1.96,113.94,NA,0.02,0.62,25,1.89,NA,5.26,260.29
NA,25.75,0.01,NA,NA,0.89,62.53,71.91,0.45,19.21,7.01,0.07,13.5,58.37,3.03,5.37,4.35,1264.05
NA,25.15,16.16,0.35,NA,0.71,27.65,104.94,0.15,14.34,3.21,NA,2.57,61.03,1.2,2.21,3.14,12.64
NA,27.21,17.62,1.17,0.38,0.5,89.29,87.34,0.03,912.06,1.27,NA,1.01,15.21,10.4,1.84,2.9,19.05
NA,25.78,28.05,0.18,NA,1,118.89,80.27,0.05,6.48,NA,NA,0.98,103.81,4.81,2.8,0.91,5.13
NA,27.08,0.1,0.07,NA,0.33,119.01,81.05,0.13,11.57,NA,NA,0.53,56.69,6.48,2.45,1.35,13.04
0.16,27.86,0.18,0.26,NA,0.61,469.56,214.8,0.19,8.92,0.4,NA,0.13,56.79,5.87,0.6,4.69,12.34
0.08,27.54,NA,0.16,4.26,0.37,109.12,106.92,0.17,295.9,0.58,NA,0.19,23.61,10.01,0.34,3.18,13.13
0.11,29.96,0.14,NA,0.05,0.52,89.35,247.23,0.23,487.64,0.67,NA,0.14,1.09,13,0.6,4.3,22.17
0.18,31.76,0.26,0.71,0.23,1.02,234.67,152.25,0.43,236.87,0.38,0.2,2.06,2.88,22.81,0.52,5.6,18.59
NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.09,0.04,NA,NA,NA,NA,NA,NA,55.75
NA,NA,NA,NA,NA,NA,0.01,0.01,0.02,0.22,NA,NA,NA,NA,NA,NA,NA,17.25
NA,NA,NA,NA,NA,NA,NA,0.08,NA,0.55,0.06,NA,NA,NA,NA,NA,0.42,42.08
NA,NA,NA,NA,NA,NA,0.29,1.54,0.04,0.75,0.03,NA,NA,NA,NA,NA,0.5,5.19
NA,NA,NA,NA,NA,0.13,0.22,0.14,NA,42.38,NA,NA,NA,NA,NA,NA,0.92,7.92
NA,NA,NA,0.75,NA,0.03,0.54,1.36,0.02,0.35,0.02,NA,NA,NA,NA,NA,0.6,5.69
NA,0.02,NA,0.21,NA,NA,0.27,0.32,0.01,0.36,NA,NA,NA,NA,NA,NA,0.23,23.92
0.07,NA,NA,NA,NA,0.04,0.17,0.5,0.02,0.49,NA,NA,0.19,NA,NA,NA,0.21,16.13
0.1,NA,NA,NA,NA,NA,0.17,0.54,0.01,0.36,NA,0.04,0.19,NA,1.78,NA,0.19,11.14
0.05,0.02,NA,0.24,NA,0.02,0.45,0.6,0.03,0.98,NA,0.01,0.3,NA,NA,NA,0.35,15.77
NA,0.06,NA,NA,NA,0.01,0.74,0.84,NA,0.2,0.07,0.03,0.26,NA,NA,1.23,0.88,8.61
NA,0.04,NA,0.03,NA,0.12,0.76,0.78,NA,0.11,0.04,NA,0.21,NA,NA,NA,0.13,8.3
NA,0.01,NA,0.01,NA,0.17,0.68,0.33,NA,0.31,NA,NA,0.03,NA,NA,0.67,0.06,12.81
NA,0.01,NA,NA,NA,0.01,0.8,0.75,NA,0.46,NA,NA,0.04,NA,NA,0.01,NA,8.61
NA,0.03,NA,NA,NA,NA,0.38,0.79,NA,0.39,NA,NA,NA,NA,NA,0.01,0.23,12.78
NA,0.04,NA,NA,NA,0.13,0.29,3.29,NA,0.58,NA,NA,0.67,NA,NA,NA,0.41,24.56
NA,0.39,0.11,NA,NA,0.14,0.19,1.31,NA,1.16,NA,NA,1.27,NA,NA,NA,0.4,10.48
NA,0.04,0.01,NA,NA,0.13,0.13,1.3,NA,1.57,NA,NA,0.34,NA,NA,0.02,0.07,19.77
NA,0.06,NA,NA,0.03,NA,0.16,2.19,NA,1.28,NA,NA,0.61,NA,0.06,1.79,0.16,9.82
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.35,NA
NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.96,NA
NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.37,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.24,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.52,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.76,NA
NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.39,0.07
NA,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.64,0.06
NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65,0.01
NA,NA,NA,NA,NA,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,1.46,NA
NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,NA
NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11,NA
0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5.07,NA,NA,NA,NA,NA,NA,0.09,NA,0.25,NA,1.11,NA,NA,NA,NA,0.65,0.05
4.41,NA,NA,NA,NA,NA,0.01,0.05,NA,1.39,NA,1.13,NA,NA,NA,NA,0.74,NA
5.52,NA,NA,NA,NA,NA,0.01,0.09,NA,7.3,NA,NA,NA,NA,NA,NA,0.05,NA
4.7,NA,NA,NA,NA,NA,0.46,0.04,NA,6.77,NA,1.4,NA,NA,NA,NA,NA,NA
2.67,NA,NA,0.02,NA,NA,0.02,NA,NA,1.04,NA,NA,NA,NA,NA,NA,NA,NA
4.37,NA,NA,0.04,NA,NA,0.5,NA,NA,0.47,NA,1.59,NA,NA,NA,NA,NA,NA
5.61,NA,NA,0.04,NA,NA,0.15,NA,NA,0.56,NA,1.16,NA,NA,NA,NA,NA,NA
2.97,NA,NA,0.04,NA,NA,NA,NA,NA,0.72,NA,1.1,NA,NA,NA,NA,NA,NA
2.09,NA,NA,0.02,NA,NA,NA,NA,NA,14.04,0.02,0.92,NA,NA,NA,NA,NA,NA
5.36,NA,NA,NA,NA,NA,NA,0.01,NA,0.44,NA,0.91,NA,NA,NA,NA,NA,NA
4.09,NA,NA,NA,NA,NA,0.01,0.02,NA,0.64,NA,1.91,NA,NA,NA,NA,NA,NA
2.05,NA,NA,NA,NA,NA,NA,0.02,NA,0.79,NA,1.64,NA,NA,NA,NA,NA,NA
6.49,NA,NA,0.07,NA,NA,0.07,NA,NA,9.12,NA,2.43,NA,NA,NA,NA,NA,NA
6.92,NA,NA,NA,NA,NA,NA,NA,NA,1.74,NA,0.83,NA,NA,NA,NA,NA,NA
3.57,NA,NA,NA,NA,NA,NA,NA,NA,10.43,NA,4.96,NA,NA,NA,NA,NA,NA
8.68,NA,NA,NA,NA,NA,NA,NA,NA,1.06,NA,8.62,NA,NA,NA,0.07,NA,NA
7.53,NA,NA,0.54,NA,NA,NA,NA,NA,4.1,NA,1.45,NA,NA,NA,NA,NA,0.01
6.63,NA,NA,NA,NA,NA,NA,NA,NA,12.18,NA,1.29,NA,NA,NA,NA,0.05,NA
8.48,NA,NA,0.45,NA,NA,NA,NA,NA,12.77,NA,4.84,NA,NA,NA,NA,0.05,0.05
